date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,stringency_index,reproduction_rate,positive_rate,new_tests_smoothed,people_vaccinated,people_fully_vaccinated,total_boosters,as_of,source
2020-01-01,,,,,,,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-02,,,,,,,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-03,,,,,,,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-04,0,0,,0,0,,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-05,0,0,,0,0,,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-06,0,0,,0,0,,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-07,0,0,,0,0,,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-08,0,0,,0,0,,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-09,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-10,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-11,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-12,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-13,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-14,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-15,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-16,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-17,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-18,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-19,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-20,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-21,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-22,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-23,0,0,0.0,0,0,0.0,0.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-24,0,0,0.0,0,0,0.0,11.11,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-25,0,0,0.0,0,0,0.0,11.11,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-26,0,0,0.0,0,0,0.0,11.11,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-27,0,0,0.0,0,0,0.0,11.11,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-28,0,0,0.0,0,0,0.0,11.11,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-29,0,0,0.0,0,0,0.0,11.11,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-30,0,0,0.0,0,0,0.0,11.11,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-01-31,1,1,0.14285715,0,0,0.0,19.44,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-01,1,0,0.14285715,0,0,0.0,19.44,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-02,1,0,0.14285715,1,1,0.14285715,19.44,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-03,2,1,0.2857143,1,0,0.14285715,19.44,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-04,2,0,0.2857143,1,0,0.14285715,19.44,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-05,2,0,0.2857143,1,0,0.14285715,19.44,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-06,3,1,0.42857143,1,0,0.14285715,19.44,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-07,3,0,0.2857143,1,0,0.14285715,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-08,3,0,0.2857143,1,0,0.14285715,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-09,3,0,0.2857143,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-10,3,0,0.14285715,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-11,3,0,0.14285715,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-12,3,0,0.14285715,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-13,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-14,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-15,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-16,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-17,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-18,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-19,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-20,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-21,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-22,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-23,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-24,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-25,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-26,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-27,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-28,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-02-29,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-01,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-02,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-03,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-04,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-05,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-06,3,0,0.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-07,5,2,0.2857143,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-08,6,1,0.42857143,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-09,10,4,1.0,1,0,0.0,25.0,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-10,20,10,2.4285715,1,0,0.0,34.26,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-11,33,13,4.285714,1,0,0.0,34.26,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-12,49,16,6.571429,2,1,0.14285715,34.26,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-13,52,3,7.0,5,3,0.5714286,34.26,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-14,64,12,8.428572,8,3,1.0,34.26,,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-15,111,47,15.0,11,3,1.4285715,75.0,1.4502,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-16,140,29,18.571428,12,1,1.5714285,75.0,1.4154,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-17,142,2,17.428572,12,0,1.5714285,75.0,1.5577,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-18,187,45,22.0,17,5,2.2857144,97.22,1.5672,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-19,202,15,21.857143,17,0,2.142857,97.22,1.66,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-20,217,15,23.571428,18,1,1.8571428,97.22,1.8912,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-21,230,13,23.714285,19,1,1.5714285,97.22,2.2659,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-22,307,77,28.0,25,6,2.0,100.0,2.3511,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-23,380,73,34.285713,25,0,1.8571428,100.0,2.3795,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-24,462,82,45.714287,33,8,3.0,100.0,2.2116,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-25,552,90,52.142857,35,2,2.5714285,100.0,2.2431,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-26,636,84,62.0,38,3,3.0,100.0,2.2723,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-27,707,71,70.0,45,7,3.857143,100.0,2.4621,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-28,803,96,81.85714,54,9,5.0,100.0,2.7099,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-29,1075,272,109.71429,68,14,6.142857,100.0,2.6759,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-30,1418,343,148.28572,71,3,6.571429,100.0,2.4056,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-03-31,1546,128,154.85715,88,17,7.857143,100.0,2.413,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-01,2084,538,218.85715,88,0,7.571429,100.0,2.0758,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-02,2311,227,239.28572,96,8,8.285714,100.0,1.8271,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-03,2633,322,275.14285,107,11,8.857142,100.0,1.5449,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-04,3018,385,316.42856,136,29,11.714286,100.0,1.1072,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-05,3094,76,288.42856,144,8,10.857142,100.0,1.0345,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-06,3246,152,261.14285,152,8,11.571428,100.0,1.1201,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-07,3660,414,302.0,163,11,10.714286,100.0,0.9185,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-08,3764,104,240.0,177,14,12.714286,100.0,0.9402,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-09,3870,106,222.71428,182,5,12.285714,100.0,0.9807,,,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-10,4076,206,206.14285,203,21,13.714286,100.0,0.9688,11.548619,1785,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-11,4195,119,168.14285,221,18,12.142858,100.0,1.0127,10.941576,1627,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-12,4428,233,190.57143,247,26,14.714286,100.0,1.063,10.780872,1822,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-13,4648,220,200.28572,297,50,20.714285,100.0,1.1417,10.693541,1920,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-14,4932,284,181.71428,315,18,21.714285,100.0,1.1567,10.427211,1941,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-15,5223,291,208.42857,335,20,22.571428,100.0,1.1342,10.547988,1869,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-16,5453,230,226.14285,349,14,23.857143,100.0,1.0576,10.591331,2084,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-17,5660,207,226.28572,362,13,22.714285,100.0,1.0032,10.291279,2395,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-18,5878,218,240.42857,387,25,23.714285,100.0,0.9198,10.072586,2731,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-19,6087,209,237.0,397,10,21.428572,100.0,0.8476,9.779837,2818,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-20,6259,172,230.14285,409,12,16.0,100.0,0.8502,9.460052,2809,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-21,6459,200,218.14285,428,19,16.142857,100.0,0.8543,9.176164,2958,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-22,6599,140,196.57143,437,9,14.571428,100.0,0.9147,8.488897,3100,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-23,6710,111,179.57143,446,9,13.857142,100.0,1.0224,7.7575016,3133,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-24,6981,271,188.71428,462,16,14.285714,100.0,1.0155,7.2398243,3240,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-25,7192,211,187.71428,477,15,12.857142,100.0,0.978,6.7828817,3349,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-26,7294,102,172.42857,494,17,13.857142,100.0,1.0481,6.271219,3571,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-27,7579,285,188.57143,501,7,13.142858,100.0,1.0516,5.7965155,3872,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-28,7777,198,188.28572,511,10,11.857142,100.0,1.0947,5.3998394,4095,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-29,7958,181,194.14285,530,19,13.285714,100.0,1.17,5.1397243,4295,,,,2026-07-19,"Our World in Data, compact.csv"
2020-04-30,8212,254,214.57143,558,28,16.0,100.0,1.1851,5.00991,4449,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-01,8488,276,215.28572,568,10,15.142858,96.3,1.1706,4.874441,4415,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-02,8772,284,225.71428,579,11,14.571428,96.3,1.0992,4.785837,4528,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-03,8928,156,233.42857,603,24,15.571428,96.3,1.106,4.818461,4616,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-04,9223,295,234.85715,607,4,15.142858,96.3,1.0978,4.8269897,4764,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-05,9485,262,244.0,623,16,16.0,96.3,1.095,4.8580656,5067,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-06,9684,199,246.57143,637,14,15.285714,96.3,1.125,4.9051714,5084,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-07,10004,320,256.0,658,21,14.285714,96.3,1.0654,4.9236984,5169,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-08,10343,339,265.0,685,27,16.714285,96.3,0.9275,4.9284115,5398,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-09,10463,120,241.57143,696,11,16.714285,96.3,0.9063,4.8247204,5672,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-10,10610,147,240.28572,704,8,14.428572,96.3,0.9375,4.6487265,6282,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-11,10794,184,224.42857,719,15,16.0,96.3,1.045,4.4217086,6718,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-12,11086,292,228.71428,726,7,14.714286,96.3,1.0841,4.200681,6998,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-13,11350,264,238.0,751,25,16.285715,96.3,1.0665,3.9601994,7516,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-14,11618,268,230.57143,772,21,16.285715,96.3,1.0268,3.6138952,9119,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-15,11876,258,219.0,790,18,15.0,96.3,0.9821,3.230748,9833,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-16,12091,215,232.57143,806,16,15.714286,96.3,0.9639,2.949008,10170,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-17,12305,214,242.14285,817,11,16.142857,96.3,0.9358,2.7411194,10218,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-18,12513,208,245.57143,824,7,15.0,96.3,0.9564,2.6228774,9772,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-19,12718,205,233.14285,831,7,15.0,96.3,1.0036,2.5026662,9607,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-20,12942,224,227.42857,837,6,12.285714,96.3,1.0214,2.3912907,9528,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-21,13221,279,229.0,842,5,10.0,96.3,0.9857,2.419768,8395,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-22,13434,213,222.57143,846,4,8.0,96.3,0.9695,2.4904432,8177,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-23,13597,163,215.14285,857,11,7.285714,96.3,1.0567,2.5518165,7920,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-24,13777,180,210.28572,863,6,6.571429,96.3,1.1874,2.6158621,7462,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-25,14035,258,217.42857,868,5,6.285714,96.3,1.3531,2.6728964,7466,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-26,14319,284,228.71428,873,5,6.0,96.3,1.5329,2.7643688,7457,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-27,14669,350,246.71428,886,13,7.0,96.3,1.6818,2.900561,7386,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-28,15049,380,261.14285,904,18,8.857142,96.3,1.8868,3.010219,7471,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-29,15588,539,307.7143,921,17,10.714286,77.78,2.0251,3.2150953,7404,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-30,16634,1046,433.85715,942,21,12.142858,77.78,1.7951,3.6375396,7647,,,,2026-07-19,"Our World in Data, compact.csv"
2020-05-31,17224,590,492.42856,950,8,12.428572,77.78,1.6345,4.1048326,8087,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-01,18086,862,578.7143,957,7,12.714286,77.78,1.4135,4.675707,8377,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-02,18638,552,617.0,960,3,12.428572,77.78,1.2693,5.2326136,8858,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-03,18997,359,618.2857,966,6,11.428572,77.78,1.2441,5.7061987,9290,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-04,19748,751,671.2857,974,8,10.0,77.78,1.1543,6.2231517,9436,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-05,20382,634,684.8571,984,10,9.0,77.78,1.0313,6.636291,9717,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-06,20626,244,570.2857,987,3,6.428571,77.78,1.1018,6.6340103,10080,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-07,21340,714,588.0,994,7,6.285714,77.78,1.0869,6.6075916,9959,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-08,21895,555,544.1429,1003,9,6.571429,77.78,1.0995,6.3710165,10360,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-09,22474,579,548.0,1011,8,7.285714,77.78,1.0995,6.1332865,10337,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-10,22992,518,570.7143,1017,6,7.285714,77.78,1.0992,5.980428,10218,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-11,23732,740,569.1429,1027,10,7.571429,77.78,1.0339,5.762579,10183,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-12,24172,440,541.4286,1036,9,7.428571,77.78,1.0145,5.4992948,10402,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-13,24785,613,594.1429,1052,16,9.285714,77.78,0.9878,5.5104275,10359,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-14,25391,606,578.7143,1075,23,11.571428,77.78,0.9649,5.4609904,10412,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-15,25930,539,576.4286,1088,13,12.142858,79.63,0.953,5.5184536,10194,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-16,26417,487,563.2857,1098,10,12.428572,79.63,0.9468,5.557136,10109,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-17,26781,364,541.2857,1103,5,12.285714,79.63,1.0104,5.475542,10795,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-18,27237,456,500.7143,1108,5,11.571428,79.63,1.109,5.3287334,10977,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-19,27798,561,518.0,1116,8,11.428572,79.63,1.1826,5.2347913,11391,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-20,28457,659,524.5714,1130,14,11.142858,79.63,1.2608,5.060565,11616,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-21,29399,942,572.5714,1150,20,10.714286,79.63,1.2337,4.948802,11989,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-22,30051,652,588.7143,1169,19,11.571428,79.63,1.254,4.818263,12418,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-23,30675,624,608.2857,1177,8,11.285714,79.63,1.3067,4.6832676,13146,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-24,31825,1150,720.5714,1186,9,11.857142,79.63,1.1972,4.7643065,12910,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-25,32291,466,722.0,1204,18,13.714286,79.63,1.2133,4.8797555,13446,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-26,33067,776,752.7143,1212,8,13.714286,79.63,1.1969,5.020786,13600,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-27,34065,998,801.1429,1224,12,13.428572,79.63,1.1446,5.1870017,14106,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-28,34802,737,771.8571,1236,12,12.285714,79.63,1.1543,5.261281,14575,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-29,35449,647,771.1429,1244,8,10.714286,79.63,1.2614,5.303385,15314,,,,2026-07-19,"Our World in Data, compact.csv"
2020-06-30,36438,989,823.2857,1255,11,11.142858,79.63,1.3053,5.4106684,15308,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-01,37514,1076,812.7143,1266,11,11.428572,79.63,1.2942,5.3361483,16062,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-02,38511,997,888.5714,1270,4,9.428572,79.63,1.2958,5.3414273,16435,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-03,38805,294,819.7143,1274,4,8.857142,79.63,1.5192,5.2463064,16836,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-04,40336,1531,895.8571,1280,6,8.0,79.63,1.649,5.1694164,17425,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-05,41830,1494,1004.0,1290,10,7.714286,79.63,1.7536,5.228927,17576,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-06,44254,2424,1257.8572,1297,7,7.571429,79.63,1.678,5.530552,17600,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-07,46333,2079,1413.5714,1303,6,6.857143,76.85,1.5303,5.8449116,18652,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-08,47820,1487,1472.2858,1309,6,6.142857,76.85,1.4349,6.2208447,19142,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-09,50322,2502,1687.2858,1314,5,6.285714,76.85,1.2153,6.652176,20025,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-10,51681,1359,1839.4286,1318,4,6.285714,76.85,1.0561,7.239025,20491,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-11,52835,1154,1785.5714,1360,42,11.428572,76.85,1.0074,7.7175074,21030,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-12,54135,1300,1757.8572,1372,12,11.714286,76.85,1.0034,8.088799,21150,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-13,56259,2124,1715.0,1534,162,33.857143,76.85,0.9402,8.215406,21349,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-14,56911,652,1511.1428,1599,65,42.285713,76.85,0.9609,8.155275,21112,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-15,57458,547,1376.8572,1603,4,42.0,76.85,1.109,7.984964,21185,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-16,58850,1392,1218.2858,1614,11,42.857143,76.85,1.2635,7.5862265,21621,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-17,61160,2310,1354.1428,1643,29,46.42857,76.85,1.2518,7.17081,22313,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-18,62947,1787,1444.5714,1660,17,42.857143,76.85,1.2567,6.8707156,22607,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-19,65215,2268,1582.8572,1773,113,57.285713,76.85,1.2055,6.651283,23362,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-20,67377,2162,1588.2858,1831,58,42.42857,76.85,1.1629,6.455641,23835,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-21,68813,1436,1700.2858,1835,4,33.714287,76.85,1.1568,6.420095,24610,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-22,70764,1951,1900.8572,1837,2,33.42857,76.85,1.1304,6.5515547,25620,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-23,72190,1426,1905.7142,1843,6,32.714287,76.85,1.1287,6.7870855,26165,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-24,74341,2151,1883.0,1871,28,32.57143,76.85,1.1216,6.9206276,26886,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-25,76393,2052,1920.8572,1879,8,31.285715,76.85,1.1011,6.978896,28257,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-26,78338,1945,1874.7142,1897,18,17.714285,76.85,1.1133,6.9339843,29016,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-27,80383,2045,1858.0,1932,35,14.428572,76.85,1.1521,6.862742,30138,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-28,81995,1612,1883.1428,1945,13,15.714286,76.85,1.2261,6.7549334,30599,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-29,83673,1678,1844.1428,1947,2,15.714286,76.85,1.3863,6.5302477,31542,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-30,85420,1747,1890.0,1962,15,17.0,76.85,1.5977,6.326005,32287,,,,2026-07-19,"Our World in Data, compact.csv"
2020-07-31,89291,3871,2135.7144,1983,21,16.0,76.85,1.6724,6.2700143,32302,,,,2026-07-19,"Our World in Data, compact.csv"
2020-08-01,93271,3980,2411.1428,2023,40,20.571428,76.85,1.6859,6.393847,31458,,,,2026-07-19,"Our World in Data, compact.csv"
2020-08-02,98153,4882,2830.7144,2039,16,20.285715,76.85,1.6227,6.775455,30997,,,,2026-07-19,"Our World in Data, compact.csv"
2020-08-03,103104,4951,3245.8572,2059,20,18.142857,79.63,1.5054,7.3892293,31027,,,,2026-07-19,"Our World in Data, compact.csv"
2020-08-04,106330,3226,3476.4285,2104,45,22.714285,79.63,1.4888,8.132024,30619,,,,2026-07-19,"Our World in Data, compact.csv"
2020-08-05,112518,6188,4120.7144,2115,11,24.0,79.63,1.3036,9.290268,29530,,,,2026-07-19,"Our World in Data, compact.csv"
2020-08-06,115899,3381,4354.143,2123,8,23.0,79.63,1.1694,10.603289,28941,,,,2026-07-19,"Our World in Data, compact.csv"
